airport,year,departures,arrivals,on_time_gate_departures,on_time_airport_departures,on_time_gate_arrivals,average_gate_departure_delay,average_taxi_out_time,average_taxi_out_delay,average_airport_departure_delay,average_airborne_delay,average_taxi_in_delay,average_block_delay,average_gate_arrival_delay,departure_cancellations,arrival_cancellations,departure_diversions,arrival_diversions
JAX,2011,38130,38079,0.822,0.8009,0.7781,10.98,12.32,2.22,12.26,1.19,0.81,2.78,12.45,367.0,333.0,75.0,39.0
JAX,2012,34150,34070,0.8279,0.8054,0.7868,10.71,12.44,2.21,11.99,1.1,1.04,2.42,12.28,234.0,194.0,56.0,37.0
JAX,2013,34562,34417,0.7957,0.7692,0.7514,12.73,12.64,2.34,14.16,1.26,1.15,2.72,14.29,279.0,237.0,71.0,41.0
JAX,2014,35084,35010,0.7868,0.7596,0.7414,13.32,12.7,2.19,14.77,2.11,0.85,3.09,14.92,468.0,417.0,71.0,39.0
JFK,2004,151115,148127,0.7543,0.6028,0.7461,15.07,23.79,8.75,22.43,3.64,2.95,4.65,14.91,1340.0,1194.0,218.0,211.0
JFK,2005,164971,162914,0.7133,0.5107,0.6936,17.38,27.58,12.17,27.8,4.4,3.9,5.72,18.4,1915.0,1749.0,245.0,407.0
JFK,2006,180139,178673,0.7182,0.4423,0.6704,18.44,32.94,17.12,33.84,4.7,3.35,5.99,20.65,1932.0,1767.0,465.0,489.0
JFK,2007,210060,209898,0.6688,0.3808,0.6298,22.68,35.76,18.94,40.51,6.63,4.01,7.21,24.92,4102.0,4089.0,236.0,635.0
JFK,2008,208347,207144,0.7343,0.5042,0.667,18.44,33.31,14.31,31.57,6.38,3.93,6.34,22.66,3196.0,3200.0,447.0,530.0
JFK,2009,201184,199397,0.7784,0.5814,0.7249,14.42,31.07,11.98,25.05,5.69,3.63,5.04,17.71,2618.0,2728.0,307.0,375.0
JFK,2010,192101,190038,0.7348,0.57,0.739,17.87,28.7,10.1,26.98,5.09,3.74,4.32,17.39,3797.0,3849.0,234.0,401.0
JFK,2011,197805,196354,0.7393,0.5989,0.7407,17.29,25.98,8.5,24.82,5.16,2.55,3.82,17.21,2580.0,2595.0,241.0,400.0
JFK,2012,194788,193893,0.7697,0.6409,0.7819,14.83,24.98,7.55,21.27,4.32,2.02,2.97,13.89,1591.0,1613.0,174.0,305.0
JFK,2013,196105,193781,0.7457,0.6038,0.7375,16.09,25.53,8.61,23.64,4.21,2.38,3.88,16.85,1962.0,2007.0,238.0,259.0
JFK,2014,206239,205660,0.7373,0.5878,0.7344,16.64,25.1,8.04,23.83,4.69,2.61,4.05,17.23,2319.0,2380.0,209.0,389.0
LAS,2004,196424,196144,0.7609,0.6589,0.7631,12.72,16.2,5.89,17.67,2.38,1.51,3.29,13.28,1484.0,1347.0,289.0,195.0
LAS,2005,212089,212329,0.741,0.6581,0.7621,13.41,15.39,4.69,17.3,2.19,1.77,3.09,12.99,1400.0,1271.0,300.0,173.0
LAS,2006,216984,217891,0.737,0.6255,0.7433,13.78,16.45,6.0,18.81,2.16,1.8,3.66,13.76,1609.0,1460.0,377.0,245.0
LAS,2007,223643,225495,0.7447,0.6177,0.7494,13.81,16.9,6.56,19.42,2.29,2.01,3.4,13.79,1842.0,1677.0,424.0,181.0
LAS,2008,207552,208196,0.762,0.6664,0.7586,13.95,16.28,5.65,18.58,2.24,1.7,3.63,13.92,2057.0,1805.0,339.0,400.0
LAS,2009,183201,183116,0.7923,0.7356,0.8069,11.31,14.47,3.94,14.28,1.76,1.53,2.71,10.42,991.0,924.0,272.0,146.0
LAS,2010,174475,174562,0.7742,0.7168,0.8008,12.32,14.14,3.87,15.26,1.61,1.57,2.24,10.79,1016.0,964.0,303.0,174.0
LAS,2011,181828,181770,0.775,0.7176,0.7955,12.37,14.26,3.79,15.27,1.57,1.59,2.56,11.14,1143.0,1088.0,281.0,160.0
LAS,2012,179153,180035,0.7802,0.7286,0.8051,12.47,13.93,3.5,15.13,1.47,2.1,2.34,10.84,918.0,817.0,239.0,182.0
LAS,2013,177409,179793,0.7477,0.6901,0.7771,14.46,13.99,3.62,17.37,1.29,1.73,2.66,12.84,777.0,726.0,274.0,156.0
LAS,2014,181578,181929,0.7394,0.6887,0.7643,14.77,13.61,3.35,17.47,1.71,1.77,2.89,13.47,1115.0,1035.0,266.0,159.0
LAX,2004,307973,307061,0.8144,0.7604,0.8093,10.17,14.08,4.1,13.22,3.03,2.41,3.52,10.47,2508.0,2727.0,382.0,270.0
LAX,2005,306439,306044,0.801,0.7546,0.7923,10.55,13.9,3.72,13.22,3.02,2.37,3.54,11.22,2379.0,2592.0,363.0,171.0
LAX,2006,306821,306201,0.7819,0.7213,0.7561,11.81,14.82,4.36,15.0,3.18,2.93,4.11,13.23,3028.0,3248.0,379.0,260.0
LAX,2007,316257,316715,0.777,0.6992,0.7501,12.42,15.71,4.81,16.24,3.19,3.58,4.05,14.09,3259.0,3417.0,398.0,208.0
LAX,2008,293640,294144,0.7942,0.7478,0.7675,12.15,14.82,3.37,14.62,3.07,2.69,3.93,13.51,2838.0,3077.0,476.0,237.0
LAX,2009,262782,262838,0.833,0.8032,0.8153,9.95,13.68,2.63,11.65,2.75,2.15,2.77,10.83,1911.0,2000.0,363.0,209.0
LAX,2010,269895,270550,0.8106,0.7674,0.7992,11.27,14.09,3.22,13.57,2.65,2.97,2.92,11.59,2206.0,2292.0,420.0,240.0
LAX,2011,284127,284618,0.8082,0.7493,0.7809,11.02,14.86,3.96,14.02,2.77,3.31,3.63,12.32,2617.0,2764.0,439.0,341.0
LAX,2012,284637,285252,0.8022,0.7334,0.7884,11.55,15.39,4.44,14.95,2.47,4.0,3.12,12.14,2315.0,2493.0,479.0,241.0
LAX,2013,288214,288965,0.8001,0.7435,0.7844,11.69,15.21,3.98,14.58,2.33,3.53,3.17,12.66,2441.0,2541.0,494.0,332.0
LAX,2014,303156,302628,0.7681,0.7048,0.7652,13.32,15.44,4.09,16.46,2.64,3.9,3.63,13.99,2493.0,2726.0,601.0,298.0
LGA,2004,196421,196310,0.7963,0.621,0.7518,12.44,23.28,10.18,20.77,5.29,2.42,4.57,15.47,4347.0,4241.0,265.0,449.0
LGA,2005,196606,196474,0.7429,0.569,0.6829,16.09,22.44,10.35,24.55,5.73,2.41,5.67,20.41,5060.0,4879.0,271.0,592.0
LGA,2006,196274,196378,0.7398,0.5213,0.6671,16.55,25.75,13.0,27.64,5.97,2.39,5.99,21.05,4718.0,4668.0,278.0,537.0
LGA,2007,191343,191847,0.7004,0.4267,0.6109,19.48,27.32,15.0,33.26,6.93,2.56,6.84,25.0,6415.0,6304.0,290.0,573.0
LGA,2008,186037,186204,0.7458,0.4705,0.6572,16.86,27.03,14.71,30.04,7.28,2.43,5.96,22.23,5753.0,5721.0,270.0,701.0
LGA,2009,174192,174054,0.79,0.572,0.7178,13.77,24.42,11.96,24.08,7.01,1.89,4.73,18.38,4007.0,3943.0,272.0,546.0
LGA,2010,178701,178938,0.7996,0.5804,0.7617,12.95,24.42,11.53,22.85,5.83,2.35,3.62,14.95,4336.0,4301.0,272.0,483.0
LGA,2011,180288,180945,0.7639,0.5437,0.7373,15.96,24.68,11.67,26.25,6.14,1.96,3.54,17.7,4636.0,4658.0,215.0,434.0
LGA,2012,181426,182054,0.804,0.5906,0.7814,12.82,23.97,10.98,22.33,5.13,2.25,2.97,14.19,3408.0,3361.0,205.0,398.0
LGA,2013,182284,181998,0.7698,0.5486,0.746,15.72,24.43,11.25,25.84,5.25,2.24,3.28,17.29,3311.0,3319.0,211.0,545.0
LGA,2014,180282,180537,0.7599,0.5318,0.7498,15.75,24.61,11.21,25.92,4.79,2.34,3.19,16.47,4672.0,4762.0,247.0,433.0
LGB,2004,3663,3749,0.8438,0.8329,0.7437,8.82,12.35,1.96,9.81,1.98,0.63,4.15,12.79,92.0,85.0,32.0,79.0
LGB,2005,15607,15858,0.8484,0.8274,0.7743,8.24,12.48,2.29,9.57,1.59,0.82,3.25,11.52,49.0,46.0,33.0,53.0
LGB,2006,15360,16113,0.8435,0.8121,0.7752,8.66,13.68,3.01,10.65,1.71,0.78,4.2,11.26,65.0,63.0,34.0,120.0
LGB,2007,16866,17042,0.8255,0.7819,0.7832,9.67,15.3,3.79,12.19,2.02,1.39,4.06,11.9,157.0,147.0,44.0,43.0
LGB,2008,17722,17958,0.8261,0.8062,0.7886,10.59,14.45,2.46,11.97,2.26,1.72,4.49,12.59,134.0,135.0,46.0,89.0
LGB,2009,16686,16753,0.8676,0.8544,0.8367,7.68,13.56,2.14,8.72,2.14,1.19,3.34,9.05,72.0,69.0,24.0,47.0
LGB,2010,16764,16706,0.8193,0.7895,0.824,10.85,14.17,2.88,12.79,2.36,1.47,3.11,10.48,129.0,127.0,23.0,34.0
LGB,2011,16578,16559,0.8351,0.8176,0.8283,10.04,13.38,2.23,11.24,2.73,0.86,2.69,10.17,99.0,83.0,17.0,41.0
LGB,2012,15954,15899,0.8441,0.8343,0.8496,9.72,12.57,1.81,10.49,2.26,0.6,2.22,9.25,84.0,66.0,9.0,20.0
LGB,2013,14945,15163,0.8599,0.8462,0.8432,8.51,12.63,2.03,9.49,2.19,0.63,2.37,9.17,98.0,96.0,18.0,12.0
LGB,2014,14641,14736,0.8434,0.8288,0.832,9.26,12.5,1.86,10.14,2.37,0.63,2.37,9.71,130.0,123.0,14.0,29.0
MCI,2004,79314,79750,0.8214,0.7974,0.775,10.05,11.1,2.74,11.96,3.05,0.84,3.13,12.41,670.0,576.0,121.0,98.0
MCI,2005,78603,79179,0.8126,0.7882,0.7634,10.72,11.06,2.65,12.64,2.82,0.99,2.91,13.16,688.0,602.0,100.0,137.0
MCI,2006,80635,81982,0.7984,0.7765,0.7451,11.99,10.99,2.34,13.53,2.72,0.98,3.43,14.09,544.0,474.0,122.0,70.0
MCI,2007,92612,92916,0.7823,0.7447,0.7376,13.22,11.97,3.08,15.54,2.97,1.31,3.85,15.03,1147.0,1006.0,162.0,151.0
MCI,2008,83948,84279,0.7933,0.7669,0.7476,12.93,11.57,2.44,14.56,2.69,1.04,3.62,14.31,841.0,768.0,158.0,122.0
MCI,2009,71385,71498,0.8298,0.7994,0.793,10.61,11.89,2.8,12.56,2.76,1.19,2.98,11.54,538.0,453.0,102.0,133.0
MCI,2010,68953,69136,0.8147,0.7874,0.7975,11.24,11.46,2.42,12.81,2.76,1.06,2.56,11.46,654.0,605.0,133.0,186.0
MCI,2011,68122,68087,0.7992,0.7767,0.7844,12.58,11.28,2.21,13.89,2.56,0.96,2.6,12.63,818.0,755.0,120.0,139.0
MCI,2012,64377,64185,0.8309,0.8145,0.8101,10.81,10.89,1.89,11.82,1.78,0.89,1.91,11.22,497.0,434.0,83.0,103.0
MCI,2013,62289,62112,0.795,0.7622,0.7621,12.69,11.61,2.84,14.59,1.79,1.07,2.59,14.05,871.0,771.0,103.0,83.0
MCI,2014,61417,61249,0.7732,0.7443,0.7472,14.14,11.26,2.36,15.73,2.17,1.04,2.72,15.21,824.0,799.0,129.0,83.0
MCO,2004,150156,150352,0.8138,0.7698,0.7847,10.76,13.83,3.74,13.62,2.42,1.45,3.42,11.94,2240.0,2190.0,218.0,139.0
MCO,2005,166165,166776,0.7837,0.7546,0.7699,12.54,12.95,2.85,14.6,2.74,1.3,3.57,13.07,856.0,817.0,281.0,157.0
MCO,2006,164499,164935,0.7929,0.7546,0.7902,12.02,13.03,3.27,14.49,2.83,1.52,3.02,11.99,784.0,721.0,288.0,171.0
MCO,2007,170984,171358,0.776,0.7269,0.7575,13.67,13.65,3.99,16.74,3.04,1.81,3.69,14.19,1153.0,1087.0,339.0,177.0
MCO,2008,159897,159942,0.7857,0.7431,0.7661,13.44,13.58,3.67,16.22,1.61,1.73,4.01,13.96,1083.0,1020.0,397.0,227.0
MCO,2009,143712,142660,0.8077,0.7739,0.7967,11.62,12.9,3.1,13.81,1.25,1.9,3.4,11.79,662.0,625.0,332.0,201.0
MCO,2010,146894,146304,0.7997,0.758,0.7947,12.0,13.05,3.44,14.52,1.44,2.15,3.07,11.88,1167.0,1125.0,319.0,174.0
MCO,2011,148493,148527,0.806,0.7627,0.7927,12.3,13.45,3.67,14.98,1.25,2.27,3.34,12.36,1224.0,1178.0,360.0,235.0
MCO,2012,144126,143983,0.8222,0.7796,0.8053,11.15,13.4,3.58,13.67,1.37,2.11,2.96,11.43,767.0,730.0,253.0,176.0
MCO,2013,140125,139404,0.7822,0.7416,0.774,13.52,13.34,3.29,15.86,1.44,2.25,3.49,13.42,611.0,599.0,301.0,199.0
MCO,2014,139833,139627,0.7548,0.7096,0.7571,15.69,13.81,3.69,18.46,2.13,2.16,3.91,15.16,1249.0,1251.0,344.0,311.0
MDW,2004,136546,135948,0.7622,0.6929,0.7793,12.15,14.68,4.98,16.23,5.06,1.36,3.58,12.19,1056.0,1037.0,130.0,220.0
MDW,2005,112579,111764,0.736,0.7014,0.7829,13.25,12.51,3.47,15.98,4.62,1.2,2.72,12.11,1091.0,1085.0,127.0,238.0
MDW,2006,117357,116732,0.6915,0.6492,0.7464,16.63,11.99,3.65,19.65,5.41,1.27,3.3,14.54,1122.0,1145.0,186.0,423.0
MDW,2007,120640,120302,0.6962,0.6426,0.746,17.31,11.68,3.62,20.36,5.35,1.5,3.32,14.87,1368.0,1287.0,161.0,403.0
MDW,2008,106786,106657,0.7314,0.6848,0.7685,15.7,11.24,3.35,18.6,3.94,1.42,2.81,13.68,1246.0,1072.0,191.0,537.0
MDW,2009,98079,98051,0.7383,0.6853,0.8051,13.85,11.42,3.52,16.78,3.54,1.24,2.12,10.64,570.0,582.0,154.0,308.0
MDW,2010,96524,96752,0.6838,0.6258,0.7759,16.13,11.5,3.54,19.13,3.75,1.4,2.31,12.17,1247.0,1202.0,201.0,326.0
MDW,2011,100892,101105,0.7121,0.6652,0.7941,15.48,11.04,2.99,17.94,2.97,1.29,2.06,11.71,952.0,1006.0,204.0,295.0
MDW,2012,101517,101590,0.7349,0.6928,0.8093,13.74,10.54,2.55,15.8,2.01,1.56,2.01,10.34,731.0,754.0,188.0,229.0
MDW,2013,101769,102887,0.6555,0.5867,0.7417,17.63,11.68,3.86,20.96,2.28,2.38,3.25,13.92,724.0,701.0,160.0,386.0
MDW,2014,102373,102609,0.658,0.5825,0.7283,19.25,12.37,4.25,23.11,3.79,2.29,3.88,16.4,2521.0,2394.0,189.0,621.0
MEM,2004,173254,169818,0.755,0.6877,0.7787,12.21,15.65,4.33,15.22,3.95,1.52,4.69,11.48,749.0,700.0,87.0,101.0
MEM,2005,176691,173030,0.7511,0.677,0.7797,12.02,16.06,4.68,15.3,3.71,1.96,4.55,11.3,868.0,859.0,109.0,72.0
MEM,2006,172206,169053,0.7544,0.6609,0.7492,12.01,17.43,5.39,16.09,4.07,1.93,5.72,13.0,878.0,863.0,95.0,55.0
MEM,2007,170568,166269,0.7396,0.6421,0.7554,12.74,18.08,5.39,17.15,3.32,1.82,5.65,13.43,1583.0,1799.0,212.0,191.0
MEM,2008,166979,163455,0.7602,0.6777,0.7887,12.9,17.72,4.93,17.01,3.27,1.97,4.99,12.12,1516.0,1732.0,226.0,271.0
MEM,2009,153914,153422,0.7825,0.7,0.8069,10.94,17.24,4.61,14.65,3.03,1.78,4.52,10.34,918.0,1094.0,233.0,154.0
MEM,2010,152842,151357,0.7585,0.6867,0.834,12.76,16.82,4.36,16.21,2.36,1.41,3.03,9.45,1670.0,1789.0,197.0,156.0
MEM,2011,139824,138518,0.6692,0.6419,0.8316,17.04,15.2,2.14,18.58,2.18,0.49,2.44,9.64,1087.0,1085.0,111.0,102.0
MEM,2012,118834,117676,0.6529,0.6309,0.8603,15.89,14.63,1.73,16.97,1.87,0.36,1.78,7.84,428.0,379.0,76.0,42.0
MEM,2013,100394,99057,0.6709,0.6287,0.8183,16.35,14.35,2.43,18.32,1.97,0.36,2.4,10.02,661.0,628.0,74.0,49.0
MEM,2014,91359,90576,0.5771,0.5497,0.7724,19.86,13.38,1.36,21.1,2.45,0.28,3.12,12.29,445.0,378.0,53.0,38.0
MHT,2004,10165,10188,0.7684,0.7253,0.7474,13.75,13.4,3.81,16.44,2.4,0.66,2.81,13.24,340.0,314.0,61.0,49.0
MHT,2005,37653,37773,0.7626,0.7278,0.731,15.17,12.53,3.26,17.5,2.53,0.93,2.99,14.73,534.0,480.0,50.0,55.0
MHT,2006,33142,33296,0.7221,0.6897,0.6964,18.22,12.48,2.97,20.37,2.62,0.85,3.21,16.93,263.0,252.0,76.0,27.0
MHT,2007,33516,33343,0.7169,0.677,0.6758,19.39,12.94,3.32,21.9,3.0,0.88,3.48,18.28,444.0,426.0,67.0,14.0
MHT,2008,30669,30628,0.7387,0.7047,0.7305,17.21,12.53,2.75,19.37,2.4,0.74,2.97,15.34,298.0,295.0,63.0,24.0
MHT,2009,26259,26296,0.7413,0.7193,0.7618,16.6,11.58,2.03,18.03,2.16,0.67,2.49,13.31,170.0,158.0,27.0,17.0
MHT,2010,25289,25343,0.7355,0.7042,0.7433,16.39,11.44,2.33,17.94,2.03,0.6,2.35,13.96,235.0,233.0,42.0,17.0
MHT,2011,24368,24377,0.7113,0.6867,0.7609,18.14,11.14,2.03,19.56,1.66,0.54,1.86,13.91,302.0,289.0,29.0,10.0
MHT,2012,21608,21521,0.6989,0.6704,0.7522,18.47,11.22,2.17,20.06,1.4,0.7,1.64,13.98,121.0,118.0,26.0,6.0
MHT,2013,20830,20713,0.684,0.6301,0.7013,18.83,12.53,3.55,21.88,1.34,0.74,2.15,16.31,183.0,188.0,32.0,8.0
MHT,2014,18635,18571,0.6649,0.637,0.701,20.87,11.18,2.03,22.62,1.38,0.48,1.99,16.6,193.0,185.0,32.0,7.0
MIA,2004,154709,144138,0.7605,0.7282,0.7661,15.18,16.39,3.01,17.01,2.14,2.28,3.83,14.57,1215.0,1163.0,128.0,108.0
MIA,2005,153661,143341,0.722,0.68,0.7242,18.06,15.95,3.59,20.6,2.53,2.74,4.46,16.64,1483.0,1448.0,188.0,164.0
MIA,2006,155326,149223,0.7484,0.7075,0.7422,16.66,15.92,3.44,19.22,2.22,2.37,3.89,16.12,748.0,751.0,175.0,151.0
MIA,2007,153621,149731,0.7052,0.6584,0.6889,19.39,15.76,3.49,22.27,1.94,2.53,4.21,19.91,844.0,849.0,185.0,120.0
MIA,2008,148383,140270,0.7026,0.6571,0.6766,20.11,16.0,3.37,23.01,2.9,2.86,5.23,20.97,787.0,795.0,176.0,131.0
MIA,2009,145748,134669,0.7137,0.6763,0.7213,18.89,15.7,3.03,21.25,3.05,2.87,4.73,17.31,572.0,570.0,221.0,185.0
MIA,2010,155714,145274,0.7268,0.6765,0.7521,18.32,16.13,3.54,21.14,2.86,2.85,3.86,15.25,1079.0,1079.0,233.0,177.0
MIA,2011,164184,155362,0.735,0.6871,0.7666,17.8,16.2,3.43,20.51,2.59,2.25,3.43,14.36,1458.0,1522.0,372.0,278.0
MIA,2012,162815,157000,0.7445,0.6962,0.7651,16.92,16.25,3.5,19.61,2.21,2.56,3.31,14.94,921.0,960.0,247.0,237.0
MIA,2013,166455,159690,0.7684,0.7153,0.7821,14.58,16.41,3.68,17.44,2.17,2.35,3.2,14.02,564.0,596.0,270.0,203.0
MIA,2014,168629,164346,0.7783,0.7172,0.7825,14.23,17.11,4.28,17.44,2.8,2.4,3.81,14.61,835.0,948.0,283.0,337.0
MKE,2004,23109,23138,0.7742,0.753,0.7335,11.78,12.47,2.42,12.79,2.6,0.52,3.43,13.62,406.0,369.0,46.0,22.0
MKE,2005,94493,94132,0.7396,0.6994,0.7319,14.01,13.12,3.24,16.05,2.01,0.91,3.2,14.36,416.0,371.0,57.0,22.0
MKE,2006,87040,86797,0.7625,0.7353,0.7278,13.46,13.1,2.3,15.02,1.75,0.92,3.78,14.85,477.0,446.0,68.0,41.0
MKE,2007,86640,86703,0.7183,0.6728,0.6779,16.08,13.78,2.99,18.64,1.98,0.96,4.75,17.83,808.0,790.0,83.0,80.0
MKE,2008,80819,80349,0.7409,0.7014,0.724,16.13,14.25,3.31,18.64,3.27,0.97,4.28,16.45,1200.0,1162.0,96.0,137.0
MKE,2009,74866,74974,0.7979,0.7646,0.7996,12.27,13.3,2.71,14.26,3.56,0.84,3.13,11.34,658.0,670.0,94.0,92.0
MKE,2010,85455,85584,0.7871,0.7547,0.7901,12.58,12.59,2.44,14.32,4.39,1.01,3.37,11.85,708.0,683.0,98.0,134.0
MKE,2011,76548,76746,0.7831,0.7428,0.7791,13.37,12.75,2.8,15.63,4.01,0.93,3.39,12.86,770.0,758.0,104.0,72.0
MKE,2012,56232,56653,0.7984,0.7681,0.7932,12.32,12.1,2.36,14.02,2.74,1.07,2.59,11.51,419.0,372.0,65.0,96.0
MKE,2013,50040,50304,0.7491,0.7026,0.7387,15.46,12.86,3.24,17.98,2.76,1.32,3.17,14.8,546.0,484.0,71.0,63.0
MKE,2014,47897,47869,0.7361,0.6938,0.7126,17.13,12.79,3.02,19.41,3.16,1.17,3.57,16.65,952.0,860.0,72.0,59.0
MSP,2004,254994,253293,0.8041,0.6918,0.8128,10.25,17.44,6.67,15.33,5.34,1.4,3.99,10.28,1912.0,1972.0,307.0,304.0
MSP,2005,250633,249613,0.7559,0.6256,0.7905,13.01,18.31,7.27,18.97,5.03,1.97,3.64,11.89,1785.0,1935.0,329.0,358.0
MSP,2006,222831,223060,0.8,0.7204,0.8074,10.9,16.83,5.12,14.83,3.66,2.16,3.36,11.05,1238.0,1380.0,286.0,277.0
MSP,2007,214837,213716,0.7719,0.6415,0.7327,13.0,19.31,7.27,19.32,4.42,3.49,5.49,16.2,3536.0,3792.0,344.0,466.0
MSP,2008,213811,212956,0.8013,0.7249,0.7952,11.11,17.93,4.83,14.97,4.36,2.02,3.96,12.48,1729.0,1988.0,321.0,318.0
MSP,2009,207765,207199,0.8252,0.7454,0.8063,9.81,17.59,4.7,13.71,4.29,2.24,3.73,11.8,1450.0,1694.0,316.0,235.0
MSP,2010,208609,207351,0.8012,0.7309,0.7997,11.44,17.27,4.3,14.97,4.06,2.37,3.23,11.85,2171.0,2467.0,299.0,257.0
MSP,2011,207583,207577,0.8267,0.7688,0.8255,10.31,16.51,3.72,13.26,4.1,1.45,2.61,10.67,1472.0,1614.0,214.0,157.0
MSP,2012,203576,203737,0.8493,0.8022,0.855,8.95,16.09,3.46,11.47,3.61,1.18,2.16,8.77,751.0,868.0,197.0,169.0
MSP,2013,206304,206694,0.8312,0.7433,0.8226,10.24,17.8,5.62,14.69,3.69,1.15,2.9,11.23,1620.0,1875.0,295.0,187.0
MSP,2014,197864,198012,0.7892,0.7255,0.8037,12.33,16.36,3.74,15.46,3.7,0.9,2.95,12.25,1356.0,1423.0,281.0,172.0
MSY,2004,63061,63323,0.8166,0.8019,0.7721,10.41,10.01,2.14,11.77,2.34,0.82,3.05,12.09,755.0,659.0,136.0,155.0
MSY,2005,46978,47441,0.7815,0.7617,0.7424,12.41,10.28,2.58,14.15,2.73,1.35,3.38,13.94,1714.0,1557.0,97.0,256.0
MSY,2006,39738,39639,0.7809,0.7574,0.7497,12.68,10.55,2.46,14.36,2.05,0.8,3.19,13.59,275.0,245.0,74.0,42.0
MSY,2007,46656,46787,0.7853,0.7538,0.7343,13.05,10.83,2.73,15.01,2.2,1.06,3.44,14.9,380.0,342.0,77.0,43.0
MSY,2008,49916,49920,0.7991,0.7735,0.7627,12.23,10.57,2.38,13.86,2.08,0.96,3.22,13.35,814.0,772.0,98.0,61.0
MSY,2009,45682,45770,0.8332,0.8067,0.7907,10.13,10.69,2.37,11.7,1.99,1.14,2.87,11.45,204.0,178.0,85.0,53.0
MSY,2010,46923,47188,0.8169,0.7898,0.7903,10.66,10.73,2.28,12.18,2.01,1.28,2.6,11.27,401.0,356.0,78.0,68.0
MSY,2011,48593,48753,0.8221,0.8,0.7925,10.53,10.57,2.1,11.85,1.96,1.17,2.51,11.31,406.0,358.0,91.0,46.0
MSY,2012,47684,47777,0.8259,0.8059,0.7955,10.37,10.42,2.02,11.61,1.67,1.2,2.37,10.98,568.0,518.0,55.0,78.0
MSY,2013,52334,52915,0.7943,0.7732,0.7647,11.84,10.42,2.13,13.12,1.72,1.18,2.69,13.0,328.0,297.0,87.0,69.0
MSY,2014,53045,53084,0.7739,0.751,0.7516,13.57,10.56,2.11,14.87,1.95,1.16,2.74,14.28,595.0,530.0,85.0,102.0
OAK,2004,96255,96429,0.7932,0.769,0.7908,10.21,10.58,2.48,12.21,3.78,0.91,2.62,10.76,689.0,655.0,112.0,69.0
OAK,2005,96605,96399,0.781,0.7551,0.7752,10.44,10.86,2.69,12.35,3.91,1.03,2.79,11.19,610.0,634.0,119.0,74.0
OAK,2006,98253,98229,0.7824,0.7546,0.7723,10.69,11.0,2.5,12.36,3.58,1.17,3.08,11.41,918.0,952.0,115.0,148.0
OAK,2007,100168,99687,0.7917,0.7525,0.7822,10.58,11.14,2.64,12.55,3.41,1.58,2.83,11.36,962.0,962.0,105.0,61.0
OAK,2008,87634,86950,0.8011,0.7798,0.785,10.36,10.22,1.97,11.63,2.55,0.89,2.36,11.24,964.0,979.0,111.0,73.0
OAK,2009,69111,68371,0.8181,0.8067,0.8246,9.29,9.27,1.45,10.16,2.07,0.72,1.58,8.55,599.0,588.0,55.0,37.0
OAK,2010,65832,65169,0.7772,0.7617,0.7899,11.06,9.16,1.61,12.03,2.17,0.69,1.9,10.5,523.0,549.0,69.0,35.0
OAK,2011,64045,63242,0.7792,0.7576,0.7906,11.11,9.2,1.82,12.39,1.89,0.73,1.76,10.61,603.0,621.0,61.0,27.0
OAK,2012,64124,63681,0.7932,0.7478,0.8041,10.62,10.37,2.85,12.92,1.98,1.18,1.91,10.12,454.0,456.0,63.0,21.0
OAK,2013,60321,60591,0.7596,0.7321,0.7742,12.28,9.52,1.94,13.79,1.5,0.69,1.58,11.86,472.0,488.0,60.0,45.0
OAK,2014,62502,62539,0.7003,0.6633,0.7139,15.03,10.0,2.22,16.97,1.98,1.37,2.44,14.93,583.0,606.0,53.0,16.0
OGG,2004,8355,8424,0.8645,0.8773,0.847,8.23,7.85,0.46,7.71,4.59,0.54,3.37,9.78,63.0,45.0,33.0,16.0
OGG,2005,35626,36108,0.8639,0.8669,0.8337,7.89,8.28,0.76,7.78,3.52,1.26,4.21,9.85,42.0,24.0,16.0,16.0
OGG,2006,37108,37218,0.882,0.8807,0.8596,6.69,7.75,1.05,6.89,2.9,0.82,3.7,8.01,292.0,257.0,22.0,18.0
OGG,2007,37476,35402,0.8871,0.8836,0.8719,7.57,7.52,1.04,7.9,2.63,0.62,3.15,7.89,223.0,190.0,10.0,16.0
OGG,2008,32036,29420,0.8755,0.8593,0.8606,9.61,7.79,1.56,10.54,1.86,0.93,3.52,8.6,287.0,258.0,24.0,22.0
OGG,2009,30677,30193,0.8957,0.8853,0.8749,6.28,8.01,1.28,6.9,1.51,0.68,3.64,7.12,106.0,80.0,20.0,18.0
OGG,2010,27206,27084,0.9029,0.8901,0.8718,5.81,8.47,1.56,6.54,1.43,0.75,3.94,7.15,116.0,80.0,19.0,27.0
OGG,2011,27142,27090,0.9097,0.8974,0.8803,6.12,8.61,1.46,6.85,1.24,0.62,3.18,7.25,139.0,106.0,23.0,27.0
OGG,2012,31181,31051,0.9,0.8883,0.8747,6.47,8.59,1.51,7.21,0.95,0.9,3.51,7.48,125.0,91.0,48.0,37.0
OGG,2013,30069,29737,0.8871,0.8743,0.8589,7.26,8.64,1.53,8.0,1.01,1.01,3.48,8.36,210.0,168.0,40.0,39.0
OGG,2014,34163,33547,0.9007,0.8881,0.8784,5.8,8.58,1.39,6.44,1.71,0.87,3.85,7.18,114.0,85.0,34.0,35.0
